"","genus","species","latbi","commonName","symbol","phase","year","doy","numYs","plantNickname"
"986","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","recentFruitOrSeedDrop",2016,225,1,"12651*H"
"987","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","recentFruitOrSeedDrop",2016,262,1,"12651*H"
"988","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","recentFruitOrSeedDrop",2016,303,1,"12651*H"
"992","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","fruits",2016,156,1,"12651*H"
"995","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","budburst",2016,114,1,"12651*I"
"1000","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","increasingLeafSize",2016,119,1,"12651*I"
"1001","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","increasingLeafSize",2016,148,1,"12651*I"
"1004","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","leafDrop",2016,220,1,"12651*I"
"1006","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","leafout",2016,116,1,"12651*I"
"1007","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","leafout",2016,130,1,"12651*I"
"1010","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","leafout",2016,286,1,"12651*I"
"1011","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","leafout",2016,297,1,"12651*I"
"1012","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","leafout",2016,311,1,"12651*I"
"1015","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","coloredLeaves",2016,148,1,"12651*I"
"1017","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","coloredLeaves",2016,189,1,"12651*I"
"1018","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","coloredLeaves",2016,280,1,"12651*I"
"1019","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","coloredLeaves",2016,311,1,"12651*I"
"1020","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","flowers",2016,114,1,"12651*I"
"1021","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","flowers",2016,119,1,"12651*I"
"1022","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","flowers",2016,129,1,"12651*I"
"1024","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","flowers",2016,153,1,"12651*I"
"1027","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","openFlowers",2016,133,1,"12651*I"
"1029","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","openFlowers",2016,153,1,"12651*I"
"1031","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","recentFruitOrSeedDrop",2016,248,1,"12651*I"
"1032","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","recentFruitOrSeedDrop",2016,280,1,"12651*I"
"1036","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","fruits",2016,153,1,"12651*I"
"1037","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","fruits",2016,166,1,"12651*I"
"1040","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","fruits",2016,247,1,"12651*I"
"1043","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","budburst",2016,110,1,"925-79*B"
"1047","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","ripeFruits",2016,260,1,"925-79*B"
"1050","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","increasingLeafSize",2016,112,1,"925-79*B"
"1052","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","increasingLeafSize",2016,142,1,"925-79*B"
"1067","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","leafDrop",2016,266,1,"925-79*B"
"1069","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","leafDrop",2016,281,1,"925-79*B"
"1070","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","leafDrop",2016,290,1,"925-79*B"
"1073","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","leafout",2016,112,1,"925-79*B"
"1077","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","coloredLeaves",2016,252,1,"925-79*B"
"1078","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","coloredLeaves",2016,274,1,"925-79*B"
"1079","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","flowers",2016,112,1,"925-79*B"
"1081","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","openFlowers",2016,130,1,"925-79*B"
"1085","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","recentFruitOrSeedDrop",2016,274,1,"925-79*B"
"1089","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","fruits",2016,144,1,"925-79*B"
"1090","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","fruits",2016,154,1,"925-79*B"
"1092","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","budburst",2016,109,1,"12843*A"
"1094","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","budburst",2016,151,1,"12843*A"
"1095","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","budburst",2016,171,1,"12843*A"
"1098","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","ripeFruits",2016,229,1,"12843*A"
"1099","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","ripeFruits",2016,281,1,"12843*A"
"1100","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","ripeFruits",2016,297,1,"12843*A"
"1102","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","increasingLeafSize",2016,116,1,"12843*A"
"1103","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","increasingLeafSize",2016,121,1,"12843*A"
"1108","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","increasingLeafSize",2016,229,1,"12843*A"
"1110","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafDrop",2016,281,1,"12843*A"
"1111","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafDrop",2016,306,1,"12843*A"
"1112","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafout",2016,114,1,"12843*A"
"1113","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafout",2016,121,1,"12843*A"
"1114","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafout",2016,144,1,"12843*A"
"1115","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafout",2016,281,1,"12843*A"
"1116","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafout",2016,297,1,"12843*A"
"1121","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","coloredLeaves",2016,278,1,"12843*A"
"1123","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,104,1,"12843*A"
"1124","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,111,1,"12843*A"
"1125","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,124,1,"12843*A"
"1126","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,144,1,"12843*A"
"1128","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,159,1,"12843*A"
"1137","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","openFlowers",2016,114,1,"12843*A"
"1138","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","openFlowers",2016,120,1,"12843*A"
"1140","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","openFlowers",2016,130,1,"12843*A"
"1149","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","pollenRelease",2016,114,1,"12843*A"
"1150","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","pollenRelease",2016,120,1,"12843*A"
"1151","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","pollenRelease",2016,130,1,"12843*A"
"1153","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","recentFruitOrSeedDrop",2016,234,1,"12843*A"
"1162","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","fruits",2016,207,1,"12843*A"
"1163","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","fruits",2016,281,1,"12843*A"
"1164","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","fruits",2016,297,1,"12843*A"
"1168","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","budburst",2016,112,1,"12843*D"
"1169","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","budburst",2016,154,1,"12843*D"
"1174","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","ripeFruits",2016,229,1,"12843*D"
"1178","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","increasingLeafSize",2016,119,1,"12843*D"
"1179","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","increasingLeafSize",2016,130,1,"12843*D"
"1181","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","increasingLeafSize",2016,222,1,"12843*D"
"1185","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafDrop",2016,284,1,"12843*D"
"1186","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafDrop",2016,308,1,"12843*D"
"1188","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafout",2016,114,1,"12843*D"
"1189","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafout",2016,119,1,"12843*D"
"1191","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafout",2016,305,1,"12843*D"
"1197","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","coloredLeaves",2016,271,1,"12843*D"
"1199","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,101,1,"12843*D"
"1200","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,111,1,"12843*D"
"1201","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,120,1,"12843*D"
"1202","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,124,1,"12843*D"
"1203","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,159,1,"12843*D"
"1204","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,201,1,"12843*D"
"1207","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","openFlowers",2016,114,1,"12843*D"
"1208","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","openFlowers",2016,120,1,"12843*D"
"1209","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","openFlowers",2016,124,1,"12843*D"
"1212","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","openFlowers",2016,165,1,"12843*D"
"1216","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","pollenRelease",2016,124,1,"12843*D"
"1223","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","fruits",2016,200,1,"12843*D"
"1224","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","fruits",2016,207,1,"12843*D"
"1228","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","budburst",2016,102,1,"12843*E"
"1229","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","budburst",2016,154,1,"12843*E"
"1238","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","ripeFruits",2016,229,1,"12843*E"
"1239","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","ripeFruits",2016,281,1,"12843*E"
"1240","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","ripeFruits",2016,297,1,"12843*E"
"1245","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","increasingLeafSize",2016,116,1,"12843*E"
"1246","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","increasingLeafSize",2016,121,1,"12843*E"
"1247","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","increasingLeafSize",2016,147,1,"12843*E"
"1264","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafDrop",2016,276,1,"12843*E"
"1265","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafDrop",2016,281,1,"12843*E"
"1266","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafDrop",2016,306,1,"12843*E"
"1268","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafout",2016,114,1,"12843*E"
"1269","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafout",2016,121,1,"12843*E"
"1270","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafout",2016,281,1,"12843*E"
"1271","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafout",2016,297,1,"12843*E"
"1278","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","coloredLeaves",2016,260,1,"12843*E"
"1281","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,104,1,"12843*E"
"1283","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,111,1,"12843*E"
"1284","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,159,1,"12843*E"
"1285","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,173,1,"12843*E"
"1286","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,190,1,"12843*E"
"1290","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","openFlowers",2016,111,1,"12843*E"
"1293","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","openFlowers",2016,165,1,"12843*E"
"1294","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","openFlowers",2016,173,1,"12843*E"
"1295","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","openFlowers",2016,190,1,"12843*E"
"1297","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","pollenRelease",2016,114,1,"12843*E"
"1298","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","pollenRelease",2016,124,1,"12843*E"
"1305","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","recentFruitOrSeedDrop",2016,293,1,"12843*E"
"1308","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","fruits",2016,168,1,"12843*E"
"1310","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","fruits",2016,182,1,"12843*E"
"1311","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","fruits",2016,196,1,"12843*E"
"1312","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","fruits",2016,207,1,"12843*E"
"1313","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","fruits",2016,281,1,"12843*E"
"1314","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","fruits",2016,297,1,"12843*E"
"1315","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","fruits",2016,306,1,"12843*E"
"1319","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","budburst",2016,110,1,"12843*H"
"1320","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","budburst",2016,150,1,"12843*H"
"1327","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","ripeFruits",2016,229,1,"12843*H"
"1329","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","ripeFruits",2016,281,1,"12843*H"
"1330","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","ripeFruits",2016,297,1,"12843*H"
"1334","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","increasingLeafSize",2016,121,1,"12843*H"
"1335","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","increasingLeafSize",2016,130,1,"12843*H"
"1342","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafDrop",2016,289,1,"12843*H"
"1345","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafout",2016,114,1,"12843*H"
"1347","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafout",2016,121,1,"12843*H"
"1348","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafout",2016,281,1,"12843*H"
"1349","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafout",2016,297,1,"12843*H"
"1353","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","coloredLeaves",2016,281,1,"12843*H"
"1356","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,104,1,"12843*H"
"1357","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,111,1,"12843*H"
"1358","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,124,1,"12843*H"
"1360","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,159,1,"12843*H"
"1365","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2016,241,1,"12843*H"
"1368","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","openFlowers",2016,114,1,"12843*H"
"1369","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","openFlowers",2016,120,1,"12843*H"
"1370","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","openFlowers",2016,124,1,"12843*H"
"1378","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","openFlowers",2016,241,1,"12843*H"
"1379","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","pollenRelease",2016,115,1,"12843*H"
"1381","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","pollenRelease",2016,124,1,"12843*H"
"1393","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","fruits",2016,207,1,"12843*H"
"1395","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","fruits",2016,281,1,"12843*H"
"1396","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","fruits",2016,297,1,"12843*H"
"1514","Betula","nigra","Betula nigra","River birch","BENI","budburst",2016,114,1,"1199*D"
"1515","Betula","nigra","Betula nigra","River birch","BENI","budburst",2016,147,1,"1199*D"
"1519","Betula","nigra","Betula nigra","River birch","BENI","increasingLeafSize",2016,132,1,"1199*D"
"1520","Betula","nigra","Betula nigra","River birch","BENI","increasingLeafSize",2016,150,1,"1199*D"
